RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =         2021     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   61   92     1     0  con    1  4.1D-01  2.5D-01  2.466D+00 -5.038D+03
   62   94     1     0  con    1  4.8D-01  1.3D-01  9.063D-01 -5.039D+03
   63   95     1     0  con    0  1.0D+00  4.8D-01  1.613D+00 -5.039D+03
   64   96     1     0  con    0  1.0D+00  1.1D-01  1.229D+00 -5.039D+03
   65   97     1     0  con    0  1.0D+00  2.2D-01  1.554D+00 -5.039D+03
   66   98     1     0  con    0  1.0D+00  1.9D+00  1.976D+00 -5.039D+03
   67   99     1     0  con    0  1.0D+00  1.1D+00  2.000D+00 -5.039D+03
   68  100     1     0  con    0  1.0D+00  1.1D-01  1.413D+00 -5.039D+03
   69  101     1     0  con    0  1.0D+00  3.1D-01  1.005D+00 -5.039D+03
   70  102     1     0  con    0  1.0D+00  4.9D-01  1.357D+00 -5.039D+03
   71  104     1     0  con    1  3.2D-01  3.5D-01  1.927D+00 -5.039D+03
   72  106     1     0  con    1  2.7D-01  2.0D-01  2.076D+00 -5.039D+03
   73  108     1     0  con    1  2.9D-01  1.3D-01  1.414D+00 -5.039D+03
   74  110     1     0  con    1  2.2D-01  2.0D-01  2.795D+00 -5.039D+03
   75  111     1     0  con    0  1.0D+00  3.9D-01  1.372D+00 -5.039D+03
   76  112     1     0  con    0  1.0D+00  3.5D-01  8.700D-01 -5.039D+03
   77  113     1     0  con    0  1.0D+00  3.0D-01  9.419D-01 -5.039D+03
   78  115     1     0  con    1  5.1D-01  8.1D-01  1.557D+00 -5.039D+03
   79  116     1     0  con    0  1.0D+00  1.1D+00  2.257D+00 -5.039D+03
   80  118     1     0  con    1  1.2D-01  1.6D-01  5.651D+00 -5.039D+03
   81  119     1     0  con    0  1.0D+00  3.0D-01  3.566D+00 -5.039D+03
   82  120     1     0  con    0  1.0D+00  6.4D-01  1.033D+00 -5.040D+03
   83  122     1     0  con    1  4.6D-01  4.2D-01  6.189D-01 -5.040D+03
   84  123     1     0  con    0  1.0D+00  3.7D-01  3.084D+00 -5.040D+03
   85  125     1     0  con    1  3.9D-01  1.5D-01  3.151D+00 -5.040D+03
   86  126     1     0  con    0  1.0D+00  1.9D-01  2.306D+00 -5.040D+03
   87  127     1     0  con    0  1.0D+00  7.4D-02  7.754D-01 -5.040D+03
   88  128     1     0  con    0  1.0D+00  4.6D-02  8.996D-01 -5.040D+03
   89  129     1     0  con    0  1.0D+00  2.3D-02  9.471D-01 -5.040D+03
   90  130     1     0  con    0  1.0D+00  3.2D-01  9.165D-01 -5.040D+03
   91  131     1     0  con    0  1.0D+00  7.4D-01  1.839D+00 -5.040D+03
   92  133     1     0  con    1  9.6D-02  5.2D-02  4.537D-01 -5.040D+03
   93  134     1     0  con    0  1.0D+00  5.0D-02  7.802D-01 -5.040D+03
   94  135     1     0  con    0  1.0D+00  1.8D-01  1.014D+00 -5.040D+03
   95  137     1     0  con    1  4.1D-01  5.9D-02  6.495D-01 -5.040D+03
   96  138     1     0  con    0  1.0D+00  6.9D-02  9.061D-01 -5.040D+03
   97  139     1     0  con    0  1.0D+00  1.5D-01  8.359D-01 -5.040D+03
   98  141     1     0  con    1  1.5D-01  4.3D-02  9.129D-01 -5.040D+03
   99  142     1     0  con    0  1.0D+00  1.3D-01  6.175D-01 -5.040D+03
  100  143     1     0  con    0  1.0D+00  1.4D-01  1.309D+00 -5.040D+03
  101  144     1     0  con    0  1.0D+00  2.6D-02  8.215D-01 -5.040D+03
  102  145     1     0  con    0  1.0D+00  5.0D-02  3.170D-01 -5.040D+03
  103  146     1     0  con    0  1.0D+00  9.8D-02  8.750D-01 -5.040D+03
  104  147     1     0  con    0  1.0D+00  1.7D-01  1.065D+00 -5.040D+03
  105  149     1     0  con    1  3.2D-01  1.2D-01  1.286D+00 -5.040D+03
  106  150     1     0  con    0  1.0D+00  9.3D-02  6.818D-01 -5.040D+03
  107  151     1     0  con    0  1.0D+00  4.0D-02  9.544D-01 -5.040D+03
  108  152     1     0  con    0  1.0D+00  6.7D-02  8.936D-01 -5.040D+03
  109  153     1     0  con    0  1.0D+00  1.6D-01  2.267D+00 -5.040D+03
  110  155     1     0  con    1  4.5D-01  9.5D-02  7.067D-01 -5.040D+03
  111  156     1     0  con    0  1.0D+00  8.9D-02  5.686D-01 -5.040D+03
  112  157     1     0  con    0  1.0D+00  8.6D-02  4.469D-01 -5.040D+03
  113  158     1     0  con    0  1.0D+00  6.0D-02  7.964D-01 -5.040D+03
  114  159     1     0  con    0  1.0D+00  4.4D-02  5.081D-01 -5.040D+03
  115  160     1     0  con    0  1.0D+00  4.3D-02  4.468D-01 -5.040D+03
  116  161     1     0  con    0  1.0D+00  1.2D-01  5.432D-01 -5.040D+03
  117  162     1     0  con    0  1.0D+00  2.5D-01  7.815D-01 -5.040D+03
  118  163     1     0  con    0  1.0D+00  4.8D-01  1.310D+00 -5.040D+03
  119  164     1     0  con    0  1.0D+00  2.0D-01  8.620D-01 -5.040D+03
  120  166     1     0  con    1  3.7D-01  1.7D-01  9.513D-01 -5.040D+03
  121  169     1     0  con    2  2.3D-02  2.8D-02  1.467D+00 -5.040D+03
  122  170     1     0  con    0  1.0D+00  6.6D-02  4.182D-01 -5.040D+03
  123  171     1     0  con    0  1.0D+00  2.1D-02  2.263D-01 -5.040D+03
  124  172     1     0  con    0  1.0D+00  4.9D-02  4.598D-01 -5.040D+03
  125  173     1     0  con    0  1.0D+00  3.7D-02  4.773D-01 -5.040D+03
  126  174     1     0  con    0  1.0D+00  1.3D-01  4.697D-01 -5.040D+03
  127  175     1     0  con    0  1.0D+00  9.4D-02  2.941D-01 -5.040D+03
  128  176     1     0  con    0  1.0D+00  3.3D-02  3.494D-01 -5.040D+03
  129  177     1     0  con    0  1.0D+00  1.6D-01  6.599D-01 -5.040D+03
  130  178     1     0  con    0  1.0D+00  1.7D-01  5.558D-01 -5.040D+03
  131  179     1     0  con    0  1.0D+00  3.3D-01  3.124D-01 -5.040D+03
  132  180     1     0  con    0  1.0D+00  4.2D-01  6.427D-01 -5.040D+03
  133  182     1     0  con    1  1.4D-01  8.1D-02  5.042D-01 -5.040D+03
  134  183     1     0  con    0  1.0D+00  1.2D-01  1.130D-01 -5.040D+03
  135  184     1     0  con    0  1.0D+00  4.0D-02  1.384D-01 -5.040D+03
  136  185     1     0  con    0  1.0D+00  3.3D-02  1.116D-01 -5.040D+03
  137  186     1     0  con    0  1.0D+00  3.5D-02  4.477D-01 -5.040D+03
  138  187     1     0  con    0  1.0D+00  3.9D-02  2.800D-01 -5.040D+03
  139  188     1     0  con    0  1.0D+00  7.8D-02  2.611D-01 -5.040D+03
  140  189     1     0  con    0  1.0D+00  1.3D-01  1.787D-01 -5.040D+03
  141  190     1     0  con    0  1.0D+00  2.7D-01  4.524D-01 -5.040D+03
  142  191     1     0  con    0  1.0D+00  8.6D-02  2.262D-01 -5.040D+03
  143  192     1     0  con    0  1.0D+00  1.3D-01  3.353D-01 -5.040D+03
  144  193     1     0  con    0  1.0D+00  6.1D-02  2.623D-01 -5.040D+03
  145  195     1     0  con    1  2.4D-01  2.2D-02  4.305D-01 -5.040D+03
  146  196     1     0  con    0  1.0D+00  1.5D-02  6.844D-02 -5.040D+03
  147  197     1     0  con    0  1.0D+00  2.4D-02  9.715D-02 -5.040D+03
  148  198     1     0  con    0  1.0D+00  7.9D-03  7.930D-02 -5.040D+03
  149  199     1     0  con    0  1.0D+00  2.0D-02  4.352D-01 -5.040D+03
  150  200     1     0  con    0  1.0D+00  2.5D-02  2.184D-01 -5.040D+03
  151  201     1     0  con    0  1.0D+00  1.0D-02  1.921D-01 -5.040D+03
  152  202     1     0  con    0  1.0D+00  9.8D-02  1.254D-01 -5.040D+03
  153  203     1     0  con    0  1.0D+00  8.3D-02  2.090D-01 -5.040D+03
  154  204     1     0  con    0  1.0D+00  6.4D-02  2.025D-01 -5.040D+03
  155  205     1     0  con    0  1.0D+00  1.1D-01  7.179D-01 -5.040D+03
  156  206     1     0  con    0  1.0D+00  7.4D-02  4.512D-01 -5.040D+03
  157  207     1     0  con    0  1.0D+00  2.7D-02  1.564D-01 -5.040D+03
  158  208     1     0  con    0  1.0D+00  5.1D-03  1.206D-01 -5.040D+03
  159  209     1     0  con    0  1.0D+00  1.2D-02  5.536D-02 -5.040D+03
  160  211     1     0  con    1  2.7D-01  1.4D-02  1.054D-01 -5.040D+03
  161  212     1     0  con    0  1.0D+00  8.9D-03  8.131D-02 -5.040D+03
  162  214     1     0  con    1  1.8D-01  6.0D-03  1.198D-01 -5.040D+03

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 1.904E+00 seconds.

